"","date","block","vid","A","B","LOSS"
"805","2017-09-15","A","v3",2.3,0,0.1
"806","2017-09-15","D","v1",21.4,32.7,2.5
"807","2017-09-18","D","v1",17,20.7,0.8
"808","2017-09-18","C","v1",2.5,2.6,0.6
"809","2017-09-18","A","v3",2.3,0,0.1
"810","2017-09-18","A","v2",1.5,0,1.6
"811","2017-09-20","A","v2",1.1,0,0.3
"812","2017-09-20","A","v3",0.8,0,0.1
"813","2017-09-20","C","v1",2.7,9.6,0.5
"814","2017-09-20","D","v1",11.9,6.4,2.7
"815","2017-09-22","D","v1",6,4,0.5
"816","2017-09-22","C","v1",6.4,10,1.8
"817","2017-09-22","A","v3",0.5,0,0.1
"818","2017-09-22","A","v2",0.6,0,0.1
"819","2017-09-25","D","v1",5.8,4.8,0.5
"820","2017-09-25","C","v1",6.7,14.5,1.6
"821","2017-09-25","A","v3",0.4,0,0.1
"822","2017-09-25","A","v2",0.5,0,0.1
"823","2017-09-27","A","v2",0.5,0,0.1
"824","2017-09-27","A","v3",1.3,0,0.1
"825","2017-09-27","C","v1",5.2,8.9,0.4
"826","2017-09-27","D","v1",2.5,2.1,0.5
"827","2017-09-29","D","v1",2,2,0.2
"828","2017-09-29","C","v1",6.5,7.5,0.8
"829","2017-09-29","B","v2",0.1,0,0
"830","2017-09-29","A","v3",1.9,0,0.1
"831","2017-09-29","A","v2",1,0,0.1
"832","2017-10-02","A","v2",2,0,0.1
"833","2017-10-02","A","v3",2.5,0,0.1
"834","2017-10-02","C","v1",4.1,6.2,0.9
"835","2017-10-02","D","v1",0.1,0.5,0.6
