Timezone : Asia/Tokyo,Temperature,Humidity,CO2,Noise,Pressure
2017-1-13,13.7,44,463,45,997
2017-1-13,13.6,44,455,44,997
2017-1-13,13.6,45,448,44,996.9
2017-1-13,13.7,44,456,44,996.9
2017-1-13,13.7,44,463,47,996.8
2017-1-13,13.8,44,454,44,996.9
2017-1-13,13.9,44,460,44,996.9
2017-1-13,14,44,466,38,996.8
2017-1-13,14,43,466,38,996.8
2017-1-13,14,43,461,37,996.8
2017-1-13,14,44,468,43,996.7
2017-1-13,14.3,44,471,43,996.8
2017-1-13,14.5,44,481,40,996.8
2017-1-13,14.8,43,490,41,996.8
2017-1-13,14.8,42,493,45,996.7
2017-1-13,14.7,43,489,46,996.8
2017-1-13,14.7,43,485,44,996.8
2017-1-13,14.7,42,485,46,996.9
2017-1-13,14.6,42,488,43,997
2017-1-13,14.5,42,478,44,996.8
2017-1-13,14.5,43,481,44,997.1
2017-1-13,14.5,42,476,45,997
2017-1-13,14.4,43,481,52,997.2
2017-1-13,14.4,43,480,52,997
2017-1-13,14.3,42,476,50,997.3
2017-1-13,14.1,42,473,41,997.4
2017-1-13,13.8,42,461,41,997.3
2017-1-13,13.6,42,460,43,997.4
2017-1-13,13.3,43,454,46,997.4
2017-1-13,13.1,43,442,52,997.4
2017-1-13,12.9,43,442,53,997.5
2017-1-13,12.7,43,444,53,997.5
2017-1-13,12.5,43,434,51,997.5
2017-1-13,12.3,43,419,52,997.7
2017-1-13,12.1,43,430,50,997.7
2017-1-13,11.9,44,417,44,997.8
2017-1-13,11.7,44,416,37,997.9
2017-1-13,11.7,44,417,36,998
2017-1-13,11.6,44,417,36,998
2017-1-13,11.6,44,421,38,998.1
2017-1-13,11.6,44,429,38,998.1
2017-1-13,11.6,44,431,36,998.2
2017-1-13,11.5,44,429,42,998.3
2017-1-13,11.5,44,435,38,998.3
2017-1-13,11.3,44,417,37,998.4
2017-1-13,11.3,44,421,36,998.5
2017-1-13,11.1,44,408,38,998.6
2017-1-13,10.9,44,402,38,998.7
2017-1-13,10.7,44,399,36,998.7
2017-1-13,10.5,44,388,36,998.8
2017-1-13,10.4,44,395,36,998.9
2017-1-13,10.2,44,389,36,999.1
2017-1-13,10,44,376,36,999.2
2017-1-13,9.9,44,373,38,999.2
2017-1-13,9.7,44,375,38,999.3
2017-1-13,9.6,44,379,40,999.4
2017-1-13,9.5,44,365,40,999.5
2017-1-13,9.4,45,373,43,999.5
2017-1-13,9.2,45,366,38,999.5
2017-1-13,9.1,45,369,37,999.5
2017-1-13,8.9,45,354,36,999.6
2017-1-13,8.8,46,351,37,999.7
2017-1-13,8.6,46,356,36,999.8
2017-1-13,8.5,46,343,36,999.8
2017-1-13,8.4,46,352,37,999.9
2017-1-13,8.2,46,342,36,999.9
2017-1-13,8.1,47,343,36,1000
2017-1-13,8,47,342,37,1000
2017-1-13,7.8,47,337,36,1000.1
2017-1-13,7.7,47,335,38,1000.2
2017-1-13,7.6,47,333,37,1000.2
2017-1-13,7.5,47,341,37,1000.1
2017-1-13,7.4,48,328,36,1000.2
2017-1-13,7.3,48,325,36,1000.2
2017-1-13,7.2,48,328,37,1000.2
2017-1-13,7.1,48,326,37,1000.2
2017-1-13,7,49,326,36,1000.2
2017-1-13,6.9,49,329,36,1000.3
2017-1-13,6.9,49,335,36,1000.2
2017-1-13,6.8,49,323,37,1000.2
2017-1-13,6.7,49,324,39,1000.2
2017-1-13,6.6,49,324,39,1000.2
2017-1-13,6.5,49,312,36,1000.3
2017-1-13,6.4,48,311,37,1000.4
2017-1-13,6.3,48,307,38,1000.5
2017-1-13,6.2,48,301,36,1000.4
2017-1-13,6.1,48,309,36,1000.4
2017-1-13,6,48,302,37,1000.4
2017-1-13,5.9,48,298,39,1000.3
2017-1-13,5.8,48,303,37,1000.3
2017-1-13,5.7,48,302,36,1000.3
2017-1-13,5.6,48,302,36,1000.4
2017-1-13,5.6,48,291,36,1000.4
2017-1-13,5.5,49,295,36,1000.4
2017-1-13,5.4,49,295,36,1000.5
2017-1-13,5.4,49,301,36,1000.7
2017-1-13,5.3,49,299,36,1000.7
2017-1-13,5.2,49,297,36,1000.5
2017-1-13,5.2,49,292,36,1000.4
2017-1-13,5,49,301,37,1000.4
2017-1-13,5,49,289,37,1000.4
2017-1-13,4.8,49,292,36,1000.4
2017-1-13,4.7,50,282,37,1000.4
2017-1-13,4.6,50,279,37,1000.4
2017-1-13,4.5,50,289,36,1000.3
2017-1-13,4.4,50,290,36,1000.5
2017-1-13,4.3,51,296,37,1000.5
2017-1-13,4.3,51,292,36,1000.4
2017-1-13,4.2,51,289,36,1000.5
2017-1-13,4.1,51,289,36,1000.3
2017-1-13,4,51,281,36,1000.3
2017-1-13,3.9,52,281,36,1000.4
2017-1-13,3.8,52,281,36,1000.4
2017-1-13,3.7,52,285,36,1000.4
2017-1-13,3.6,52,276,36,1000.5
2017-1-13,3.5,52,280,36,1000.4
2017-1-13,3.5,52,276,36,1000.4
2017-1-13,3.4,53,279,38,1000.3
2017-1-13,3.3,53,278,36,1000.3
2017-1-13,3.3,53,281,36,1000.4
2017-1-13,3.2,53,288,36,1000.2
2017-1-13,3.1,53,280,36,1000.1
2017-1-13,3.1,53,281,36,1000.1
2017-1-13,3.1,53,289,36,1000
2017-1-13,3,54,282,36,1000
2017-1-13,3,54,288,36,999.9
2017-1-13,2.9,54,291,36,999.8
2017-1-13,2.9,54,282,36,999.8
2017-1-13,2.8,54,286,36,999.7
2017-1-14,2.8,54,284,36,999.8
2017-1-14,2.7,54,278,36,999.7
2017-1-14,2.7,54,284,36,999.7
2017-1-14,2.6,55,286,36,999.7
2017-1-14,2.6,55,282,36,999.6
2017-1-14,2.5,55,291,36,999.7
2017-1-14,2.4,55,283,36,999.7
2017-1-14,2.4,55,280,36,999.7
2017-1-14,2.3,56,286,36,999.8
2017-1-14,2.3,56,279,36,999.8
2017-1-14,2.2,56,277,36,999.7
2017-1-14,2.2,56,294,36,999.7
2017-1-14,2.1,56,282,36,999.7
2017-1-14,2.1,56,286,36,999.8
2017-1-14,2,57,281,36,999.7
2017-1-14,2,57,286,36,999.9
2017-1-14,1.9,57,285,36,1000
2017-1-14,1.9,57,295,36,999.9
2017-1-14,1.8,57,294,36,999.6
2017-1-14,1.8,58,296,40,1000
2017-1-14,1.8,58,293,36,1000.1
2017-1-14,1.8,58,287,36,999.9
2017-1-14,1.8,58,290,36,1000
2017-1-14,1.8,58,291,36,999.8
2017-1-14,1.7,58,300,36,1000
2017-1-14,1.6,58,290,36,1000.1
2017-1-14,1.6,58,295,36,1000.1
2017-1-14,1.6,58,295,36,1000.3
2017-1-14,1.5,58,294,36,1000.3
2017-1-14,1.5,58,287,37,1000.4
2017-1-14,1.4,59,291,36,1000.5
2017-1-14,1.4,59,287,36,1000.7
2017-1-14,1.4,59,285,36,1000.3
2017-1-14,1.5,59,268,36,1000.7
2017-1-14,1.5,59,261,36,1000.3
2017-1-14,1.6,59,254,36,1000
2017-1-14,1.6,59,252,36,1000.4
2017-1-14,1.6,59,242,36,1000
2017-1-14,1.6,59,243,36,1000
2017-1-14,1.6,59,241,36,1000.1
2017-1-14,1.6,59,243,36,1000.1
2017-1-14,1.6,59,239,36,1000.1
2017-1-14,1.6,59,235,36,1000.3
2017-1-14,1.6,59,237,36,1000.5
2017-1-14,1.5,59,229,36,1000.7
2017-1-14,1.5,59,234,36,1000.4
2017-1-14,1.4,59,231,36,1000.9
2017-1-14,1.4,59,223,36,1000.5
2017-1-14,1.3,59,223,36,1000.5
2017-1-14,1.3,60,227,36,1000.9
2017-1-14,1.3,60,225,36,1000.8
2017-1-14,1.3,60,235,36,1000.8
2017-1-14,1.3,60,223,36,1000.8
2017-1-14,1.3,60,233,36,1000.9
2017-1-14,1.2,60,221,36,1000.9
2017-1-14,1.2,60,224,36,1000.8
2017-1-14,1.1,60,233,36,1000.9
2017-1-14,1.1,61,221,36,1000.9
2017-1-14,1.1,61,223,37,1000.8
2017-1-14,1.1,61,223,36,1000.9
2017-1-14,1,61,221,36,1001
2017-1-14,1,61,229,36,1001
2017-1-14,1,61,219,36,1000.9
2017-1-14,0.9,61,212,36,1001
2017-1-14,0.9,62,215,36,1001.1
2017-1-14,0.9,62,224,36,1001.1
2017-1-14,0.8,62,219,36,1001.1
2017-1-14,0.8,62,220,36,1001
2017-1-14,0.8,62,215,37,1001
2017-1-14,0.8,62,222,37,1000.9
2017-1-14,0.7,62,215,37,1000.8
2017-1-14,0.7,62,218,37,1000.7
2017-1-14,0.6,63,221,37,1000.7
2017-1-14,0.6,63,222,37,1000.8
2017-1-14,0.5,63,224,37,1000.8
2017-1-14,0.5,63,219,37,1000.9
2017-1-14,0.4,63,220,37,1001
2017-1-14,0.4,63,224,37,1001.1
2017-1-14,0.3,63,217,37,1001
2017-1-14,0.2,63,217,38,1001
2017-1-14,0.2,63,223,38,1001.1
2017-1-14,0.1,63,228,38,1000.7
2017-1-14,0,64,219,38,1001.3
2017-1-14,0,64,221,40,1001.1
2017-1-14,0,64,213,38,1001
2017-1-14,0,64,219,39,1001
2017-1-14,-0.1,64,214,38,1001.2
2017-1-14,-0.1,64,219,38,1001.1
2017-1-14,-0.1,64,216,37,1001.1
2017-1-14,-0.1,64,217,38,1001.1
2017-1-14,-0.1,65,221,39,1001.1
2017-1-14,-0.1,65,221,39,1001.1
2017-1-14,0,65,227,38,1001.1
2017-1-14,0,65,217,39,1001.1
2017-1-14,0.1,65,228,40,1001.1
2017-1-14,0.2,65,226,38,1001.2
2017-1-14,0.3,65,220,38,1001
2017-1-14,0.4,65,221,40,1000.9
2017-1-14,0.5,65,229,38,1000.8
2017-1-14,0.6,65,231,38,1000.9
2017-1-14,0.7,65,222,38,1000.8
2017-1-14,0.9,65,238,38,1000.7
2017-1-14,1,65,235,38,1000.7
2017-1-14,1.2,65,233,38,1000.7
2017-1-14,1.4,65,229,39,1000.5
2017-1-14,1.6,65,224,40,1000.5
2017-1-14,1.8,65,236,38,1000.7
2017-1-14,2,64,236,38,1000.4
2017-1-14,2.2,64,239,38,1000.5
2017-1-14,2.4,64,234,38,1000.4
2017-1-14,2.6,64,244,37,1000.3
2017-1-14,2.8,64,237,38,1000.3
2017-1-14,3,63,254,38,1000.2
2017-1-14,3.2,63,249,38,1000.3
2017-1-14,3.4,63,254,38,1000.2
2017-1-14,3.5,62,257,39,1000
2017-1-14,3.7,62,264,38,999.9
2017-1-14,3.8,61,264,40,999.9
2017-1-14,3.9,61,260,39,999.8
2017-1-14,4.1,61,268,40,999.8
2017-1-14,4.2,61,274,38,999.7
2017-1-14,4.4,61,274,37,999.7
2017-1-14,4.5,61,274,41,999.7
2017-1-14,4.8,61,275,38,999.7
2017-1-14,5,61,280,37,999.6
2017-1-14,5.3,60,281,39,999.4
2017-1-14,5.4,60,287,44,999.4
2017-1-14,5.7,60,286,38,999.5
2017-1-14,5.8,59,301,37,999.3
2017-1-14,5.9,59,305,39,999.2
2017-1-14,6,59,303,38,999.2
2017-1-14,6,58,310,37,999
2017-1-14,6,58,301,37,999
2017-1-14,6.1,58,311,38,999.1
2017-1-14,6.1,58,305,39,999
2017-1-14,6.1,57,305,37,998.8
2017-1-14,6.1,57,304,38,998.6
2017-1-14,6.1,56,304,37,998.6
2017-1-14,6.1,57,294,37,998.6
2017-1-14,6.1,56,298,40,998.4
2017-1-14,6.1,56,293,39,998.5
2017-1-14,6.2,55,297,37,998.5
2017-1-14,6.1,55,296,37,998.4
2017-1-14,6.1,55,306,38,998.4
2017-1-14,6.2,55,303,37,998.4
2017-1-14,6.3,55,297,36,998.5
2017-1-14,6.3,54,295,38,998.5
2017-1-14,6.4,54,301,37,998.4
2017-1-14,6.5,54,303,37,998.3
2017-1-14,6.6,53,303,38,998.4
2017-1-14,6.6,53,298,39,998.3
2017-1-14,6.7,52,300,39,998.2
2017-1-14,6.7,51,296,39,998.2
2017-1-14,6.8,51,299,38,998.1
2017-1-14,6.8,51,299,39,998.1
2017-1-14,6.8,50,295,39,998.3
2017-1-14,6.9,52,300,40,998.2
2017-1-14,7.2,52,310,39,998.3
2017-1-14,7.3,51,307,38,998.4
2017-1-14,7.3,51,303,39,998.4
2017-1-14,7.2,51,306,39,998.5
2017-1-14,7.2,51,301,41,998.6
2017-1-14,7.1,51,295,39,998.5
2017-1-14,7.1,51,303,39,998.5
2017-1-14,7.1,51,305,38,998.5
2017-1-14,7,51,302,41,998.4
2017-1-14,6.9,51,299,37,998.5
2017-1-14,7,51,301,38,998.5
2017-1-14,7,51,302,38,998.6
2017-1-14,7,51,301,40,998.6
2017-1-14,7.1,51,300,37,998.7
2017-1-14,7.2,51,297,40,998.7
2017-1-14,7.2,51,300,38,998.7
2017-1-14,7.2,51,297,41,998.5
2017-1-14,7.4,51,299,38,998.7
2017-1-14,7.6,50,309,40,998.9
2017-1-14,7.8,49,315,39,998.9
2017-1-14,7.8,48,324,39,998.9
2017-1-14,7.6,48,314,38,998.9
2017-1-14,7.5,48,309,39,998.8
2017-1-14,7.3,48,305,38,998.8
2017-1-14,7.2,48,312,42,999
2017-1-14,6.9,48,303,40,999
2017-1-14,6.8,48,297,39,999
2017-1-14,6.6,48,297,42,999.2
2017-1-14,6.5,48,291,39,999.2
2017-1-14,6.4,48,290,38,999.3
2017-1-14,6.3,48,286,42,999.5
2017-1-14,6.1,48,291,38,999.5
2017-1-14,6,48,289,38,999.5
2017-1-14,5.8,48,285,41,999.5
2017-1-14,5.7,48,281,39,999.5
2017-1-14,5.5,48,272,39,999.6
2017-1-14,5.4,48,271,39,999.6
2017-1-14,5.2,48,273,40,999.7
2017-1-14,5.1,48,278,40,999.8
2017-1-14,4.9,48,271,40,999.7
2017-1-14,4.7,48,267,40,999.8
2017-1-14,4.6,48,256,40,999.7
2017-1-14,4.5,47,261,39,999.7
2017-1-14,4.4,47,269,42,999.9
2017-1-14,4.2,47,255,42,1000
2017-1-14,4.1,47,253,41,1000.1
2017-1-14,4,47,246,41,1000.3
2017-1-14,3.9,47,254,41,1000.4
2017-1-14,3.8,47,245,41,1000.4
2017-1-14,3.7,47,251,41,1000.5
2017-1-14,3.6,47,245,40,1000.5
2017-1-14,3.5,47,242,40,1000.5
2017-1-14,3.4,47,229,40,1000.8
2017-1-14,3.3,47,242,40,1000.8
2017-1-14,3.3,47,239,42,1001
2017-1-14,3.2,47,232,41,1001.1
2017-1-14,3.1,47,239,40,1001
2017-1-14,3,47,239,40,1001
2017-1-14,2.9,47,241,39,1000.9
2017-1-14,2.9,47,244,40,1001
2017-1-14,2.7,47,232,39,1001
2017-1-14,2.7,47,230,38,1001.2
2017-1-14,2.6,47,234,38,1001.1
2017-1-14,2.5,47,241,40,1001.3
2017-1-14,2.4,47,233,40,1001.3
2017-1-14,2.3,47,236,39,1001.3
2017-1-14,2.3,47,229,38,1001.3
2017-1-14,2.2,48,231,38,1001.4
2017-1-14,2.1,48,227,37,1001.3
2017-1-14,2.1,48,225,37,1001.5
2017-1-14,2,48,227,39,1001.6
2017-1-14,1.9,48,218,37,1001.6
2017-1-14,1.9,48,223,36,1001.6
2017-1-14,1.8,48,222,37,1001.9
2017-1-14,1.8,48,224,38,1001.8
2017-1-14,1.7,48,228,37,1002
2017-1-14,1.6,48,221,38,1002.1
2017-1-14,1.6,48,222,37,1002.1
2017-1-14,1.6,48,217,37,1002.2
2017-1-14,1.5,48,212,37,1002
2017-1-14,1.4,48,212,37,1002.1
2017-1-14,1.4,48,219,37,1002.1
2017-1-14,1.3,49,219,39,1001.9
2017-1-14,1.3,49,209,40,1002
2017-1-14,1.2,49,218,38,1001.9
2017-1-14,1.1,49,215,40,1002
2017-1-14,1.1,49,213,37,1002.1
2017-1-14,1,49,216,37,1002.1
2017-1-14,0.9,49,215,37,1002.1
2017-1-14,0.9,49,214,37,1002
2017-1-14,0.9,49,212,37,1002
2017-1-14,0.9,50,214,37,1002
2017-1-14,0.8,50,216,37,1002.1
2017-1-14,0.8,50,213,37,1002.1
2017-1-14,0.7,50,215,37,1002.2
2017-1-14,0.7,50,206,38,1002.2
2017-1-14,0.6,50,208,38,1002.2
2017-1-14,0.6,50,207,36,1002.2
2017-1-14,0.5,50,206,36,1002.3
2017-1-14,0.5,50,211,36,1002.3
2017-1-14,0.4,50,209,37,1002.4
2017-1-14,0.4,50,206,37,1002.4
2017-1-14,0.3,50,206,37,1002.6
2017-1-14,0.3,50,201,37,1002.6
2017-1-14,0.2,51,204,36,1002.5
2017-1-14,0.2,51,199,37,1002.6
2017-1-14,0.1,51,207,37,1002.7
2017-1-14,0.1,51,199,36,1002.7
2017-1-14,0.1,51,199,37,1002.6
2017-1-14,0,51,197,37,1002.6
2017-1-14,0,51,198,36,1002.7
2017-1-14,0,52,196,36,1002.6
2017-1-14,0,52,198,36,1002.7
2017-1-14,0,52,202,36,1002.7
2017-1-14,0,52,201,36,1002.9
2017-1-14,0,52,195,36,1002.9
2017-1-14,-0.1,52,197,36,1003
2017-1-14,-0.1,52,193,36,1002.9
2017-1-14,-0.2,52,197,36,1002.9
2017-1-14,-0.2,52,201,36,1002.9
2017-1-14,-0.3,53,197,36,1002.9
2017-1-14,-0.3,53,203,36,1003
2017-1-14,-0.4,53,199,36,1003
2017-1-14,-0.4,53,202,36,1003
2017-1-14,-0.5,53,196,36,1002.9
2017-1-14,-0.5,53,197,36,1003.1
2017-1-14,-0.5,53,192,36,1003.1
2017-1-14,-0.5,53,189,36,1003.2
2017-1-14,-0.6,54,182,36,1003.3
2017-1-14,-0.6,54,192,36,1003.4
2017-1-15,-0.6,54,192,36,1003.6
2017-1-15,-0.6,54,188,36,1003.7
2017-1-15,-0.6,54,191,36,1003.7
2017-1-15,-0.6,54,187,36,1003.7
2017-1-15,-0.6,54,193,36,1003.6
2017-1-15,-0.5,54,194,36,1003.7
2017-1-15,-0.5,54,197,36,1003.8
2017-1-15,-0.5,54,192,36,1003.9
2017-1-15,-0.5,54,192,36,1004
2017-1-15,-0.4,54,194,36,1004
2017-1-15,-0.4,54,187,36,1004.1
2017-1-15,-0.4,54,187,36,1004.3
2017-1-15,-0.4,54,193,36,1004.4
2017-1-15,-0.3,54,190,36,1004.4
2017-1-15,-0.3,54,186,36,1004.6
2017-1-15,-0.3,54,188,36,1004.7
2017-1-15,-0.3,54,191,36,1004.8
2017-1-15,-0.3,54,182,37,1004.9
2017-1-15,-0.3,54,182,37,1004.8
2017-1-15,-0.3,54,183,36,1004.8
2017-1-15,-0.3,54,189,36,1004.9
2017-1-15,-0.3,54,187,36,1004.9
2017-1-15,-0.4,54,191,36,1004.9
2017-1-15,-0.4,54,188,36,1005
2017-1-15,-0.5,54,189,36,1005
2017-1-15,-0.6,54,184,36,1005.1
2017-1-15,-0.7,54,181,36,1005
2017-1-15,-0.7,54,183,36,1005
2017-1-15,-0.8,54,180,36,1005
2017-1-15,-0.8,54,178,36,1005
2017-1-15,-1,54,175,36,1004.9
2017-1-15,-1,53,179,36,1005
2017-1-15,-1.1,53,179,36,1004.9
2017-1-15,-1.1,54,179,36,1004.8
2017-1-15,-1.2,54,177,36,1004.9
2017-1-15,-1.3,54,179,36,1005
2017-1-15,-1.4,54,175,36,1004.9
2017-1-15,-1.5,54,174,36,1005
2017-1-15,-1.6,54,171,36,1004.9
2017-1-15,-1.7,54,168,36,1004.8
2017-1-15,-1.7,54,174,36,1004.8
2017-1-15,-1.8,54,170,36,1004.8
2017-1-15,-1.9,54,163,36,1004.8
2017-1-15,-1.9,55,173,36,1004.8
2017-1-15,-2,55,166,36,1004.8
2017-1-15,-2,55,169,36,1004.8
2017-1-15,-2.1,54,170,36,1004.8
2017-1-15,-2,53,162,36,1004.9
2017-1-15,-2,52,165,36,1004.9
2017-1-15,-1.9,52,162,36,1005
2017-1-15,-1.8,52,162,36,1004.9
2017-1-15,-1.8,51,161,36,1005
2017-1-15,-1.8,50,162,37,1005.1
2017-1-15,-1.7,50,169,36,1005
2017-1-15,-1.7,50,163,36,1005.1
2017-1-15,-1.7,49,157,36,1005.1
2017-1-15,-1.7,49,168,36,1005.2
2017-1-15,-1.7,48,162,36,1005.2
2017-1-15,-1.7,48,169,36,1005.3
2017-1-15,-1.7,48,162,36,1005.4
2017-1-15,-1.7,48,159,36,1005.5
2017-1-15,-1.7,47,165,36,1005.4
2017-1-15,-1.8,47,161,36,1005.5
2017-1-15,-1.8,47,158,36,1005.5
2017-1-15,-1.8,47,157,36,1005.6
2017-1-15,-1.8,47,155,36,1005.6
2017-1-15,-1.9,47,160,36,1005.7
2017-1-15,-1.9,47,160,36,1005.9
2017-1-15,-1.9,47,157,36,1006.1
2017-1-15,-1.9,46,158,36,1006.2
2017-1-15,-1.9,46,158,36,1006.4
2017-1-15,-1.9,46,164,37,1006.5
2017-1-15,-1.9,46,157,36,1006.6
2017-1-15,-1.9,46,162,36,1006.7
2017-1-15,-1.9,46,162,36,1006.9
2017-1-15,-1.9,46,158,36,1007.1
2017-1-15,-2,47,163,36,1007.2
2017-1-15,-2,46,161,37,1007.3
2017-1-15,-2.1,47,165,37,1007.2
2017-1-15,-2.1,46,159,40,1007.3
2017-1-15,-2.1,46,167,39,1007.4
2017-1-15,-2.1,47,167,39,1007.5
2017-1-15,-2.2,47,166,37,1007.7
2017-1-15,-2.2,46,157,39,1007.8
2017-1-15,-2.2,47,164,38,1007.8
2017-1-15,-2.1,47,161,38,1007.9
2017-1-15,-2.2,48,168,37,1007.8
2017-1-15,-2.1,48,168,37,1007.9
2017-1-15,-2.1,48,168,37,1007.9
2017-1-15,-2,48,173,38,1008
2017-1-15,-2,49,173,38,1008
2017-1-15,-1.9,48,169,37,1008.1
2017-1-15,-1.8,48,176,36,1008.1
2017-1-15,-1.7,48,170,39,1008.3
2017-1-15,-1.6,49,171,37,1008.4
2017-1-15,-1.5,49,178,37,1008.4
2017-1-15,-1.4,49,178,39,1008.4
2017-1-15,-1.2,49,174,38,1008.5
2017-1-15,-1.1,49,171,38,1008.6
2017-1-15,-1,50,175,38,1008.6
2017-1-15,-0.8,50,177,38,1008.7
2017-1-15,-0.6,50,186,37,1008.8
2017-1-15,-0.5,50,182,37,1008.8
2017-1-15,-0.3,51,183,37,1008.7
2017-1-15,-0.2,51,180,37,1008.8
2017-1-15,0,52,191,37,1008.8
2017-1-15,0.1,52,182,38,1008.8
2017-1-15,0.2,52,190,37,1008.9
2017-1-15,0.4,52,191,39,1008.9
2017-1-15,0.5,52,188,37,1009
2017-1-15,0.7,52,191,38,1008.9
2017-1-15,0.9,52,199,37,1008.9
2017-1-15,1,52,197,39,1008.9
2017-1-15,1.2,52,195,38,1008.8
2017-1-15,1.3,51,198,37,1008.9
2017-1-15,1.5,51,194,38,1009
2017-1-15,1.6,52,206,39,1008.9
2017-1-15,1.7,51,205,38,1008.8
2017-1-15,1.9,52,209,37,1008.9
2017-1-15,2.1,51,212,38,1008.8
2017-1-15,2.3,51,211,37,1008.8
2017-1-15,2.4,51,219,36,1008.7
2017-1-15,2.6,51,210,39,1008.8
2017-1-15,2.8,51,221,39,1008.7
2017-1-15,2.9,51,227,36,1008.5
2017-1-15,3.1,50,218,38,1008.4
2017-1-15,3.2,50,228,38,1008.4
2017-1-15,3.3,50,227,38,1008.3
2017-1-15,3.5,50,239,38,1008.4
2017-1-15,3.6,49,240,36,1008.3
2017-1-15,3.7,49,241,40,1008.2
2017-1-15,3.7,49,230,40,1008.1
2017-1-15,3.8,49,234,37,1008
2017-1-15,4,49,235,42,1007.8
2017-1-15,4.3,49,240,40,1007.6
2017-1-15,4.5,48,245,38,1007.4
2017-1-15,4.6,48,248,37,1007.3
2017-1-15,4.8,48,243,43,1007.2
2017-1-15,5,47,256,46,1007.2
2017-1-15,5.2,48,258,39,1007
2017-1-15,5.6,48,269,38,1006.9
2017-1-15,6,47,274,45,1006.7
2017-1-15,6.2,47,272,44,1006.6
2017-1-15,6.6,47,286,37,1006.6
2017-1-15,6.9,47,287,36,1006.4
2017-1-15,7.3,46,297,42,1006.3
2017-1-15,7.4,45,303,44,1006.3
2017-1-15,7.4,45,303,40,1006.2
2017-1-15,7.2,44,298,36,1006.2
2017-1-15,6.8,43,299,40,1006.3
2017-1-15,6.4,44,288,36,1006.2
2017-1-15,6.3,44,284,36,1006.2
2017-1-15,6.2,44,286,37,1006.3
2017-1-15,6.1,44,281,36,1006.1
2017-1-15,5.9,44,279,38,1006.2
2017-1-15,5.8,44,276,37,1006.1
2017-1-15,5.8,44,281,37,1006.1
2017-1-15,5.8,44,270,36,1006.1
2017-1-15,5.9,45,287,36,1006.1
2017-1-15,6.3,45,283,38,1006.1
2017-1-15,6.6,45,294,37,1006
2017-1-15,6.9,44,290,40,1006
2017-1-15,7.1,44,290,38,1006.1
2017-1-15,7.2,44,292,37,1006
2017-1-15,7.2,44,302,38,1006.1
2017-1-15,7.4,44,304,38,1006.1
2017-1-15,7.6,44,310,37,1006.1
2017-1-15,7.8,44,311,37,1006.2
2017-1-15,8,44,315,37,1006.3
2017-1-15,8.4,44,325,37,1006.3
2017-1-15,8.7,44,329,37,1006.3
2017-1-15,8.7,43,321,37,1006.4
2017-1-15,8.7,43,327,38,1006.4
2017-1-15,8.7,43,326,37,1006.5
2017-1-15,8.7,42,330,37,1006.6
2017-1-15,8.6,42,329,39,1006.6
2017-1-15,8.3,41,330,40,1006.6
2017-1-15,8.1,42,324,40,1006.7
2017-1-15,7.9,42,328,37,1006.7
2017-1-15,7.7,41,319,37,1006.9
2017-1-15,7.4,42,316,40,1006.9
2017-1-15,7.2,42,309,38,1007
2017-1-15,6.9,42,299,38,1007.1
2017-1-15,6.7,42,299,39,1007.2
2017-1-15,6.6,42,296,39,1007.2
2017-1-15,6.5,42,294,37,1007.2
2017-1-15,6.3,42,288,37,1007.4
2017-1-15,6.1,42,288,37,1007.5
2017-1-15,5.9,42,287,36,1007.6
2017-1-15,5.8,42,283,37,1007.5
2017-1-15,5.6,43,276,36,1007.6
2017-1-15,5.4,43,272,37,1007.5
2017-1-15,5.2,43,264,36,1007.6
2017-1-15,5.1,43,267,36,1007.8
2017-1-15,4.9,43,269,36,1007.8
2017-1-15,4.8,43,264,37,1007.8
2017-1-15,4.6,44,270,38,1008
2017-1-15,4.5,44,269,38,1008.1
2017-1-15,4.3,44,264,36,1008.3
2017-1-15,4.2,44,260,36,1008.4
2017-1-15,4,44,252,36,1008.5
2017-1-15,3.9,45,250,37,1008.5
2017-1-15,3.7,45,246,37,1008.6
2017-1-15,3.6,45,247,38,1008.7
2017-1-15,3.5,45,248,36,1008.7
2017-1-15,3.4,45,244,37,1008.7
2017-1-15,3.3,45,244,37,1008.8
2017-1-15,3.2,45,245,37,1008.8
2017-1-15,3,46,236,38,1008.8
2017-1-15,3,46,,,1008.8
2017-1-15,2.9,46,243,39,1008.7
2017-1-15,2.9,46,245,37,1008.8
2017-1-15,2.8,46,241,38,1008.9
2017-1-15,2.7,47,238,38,1009.1
2017-1-15,2.6,47,237,39,1009.1
2017-1-15,2.5,47,238,38,1009.1
2017-1-15,2.4,48,231,38,1009.3
2017-1-15,2.3,48,233,38,1009.3
2017-1-15,2.2,48,233,37,1009.4
2017-1-15,2.1,48,229,37,1009.4
2017-1-15,2,48,228,37,1009.5
2017-1-15,2,49,226,37,1009.5
2017-1-15,1.9,49,231,38,1009.5
2017-1-15,1.9,49,229,38,1009.5
2017-1-15,1.8,49,229,37,1009.6
2017-1-15,1.7,49,224,36,1009.7
2017-1-15,1.6,49,220,37,1009.8
2017-1-15,1.5,49,220,37,1009.8
2017-1-15,1.4,49,224,37,1009.8
2017-1-15,1.3,50,228,37,1009.8
2017-1-15,1.2,50,220,38,1009.8
2017-1-15,1.2,50,227,38,1009.9
2017-1-15,1.1,50,225,38,1009.9
2017-1-15,1,50,222,38,1009.9
